Progress,Duration (in seconds),Finished,S1_1,S1_gen_4,S1_gen_5,S1_gen_6,S1_gen_7,S1_gen_8,S1_A1_7,S1_A1_8,S1_A1_9,S1_A2_7,S1_A2_8,S1_A2_9,S1_A3_7,S1_A3_8,S1_A3_9,S1_A4_7,S1_A4_8,S1_A4_9,S1_A5_7,S1_A5_8,S1_A5_9,S2_1,S2_gen_4,S2_gen_5,S2_gen_6,S2_gen_7,S2_gen_8,S2_A1_7,S2_A1_8,S2_A1_9,S2_A2_7,S2_A2_8,S2_A2_9,S2_A3_7,S2_A3_8,S2_A3_9,S2_A4_7,S2_A4_8,S2_A4_9,S2_A5_7,S2_A5_8,S2_A5_9,S3_1,S3_gen_4,S3_gen_5,S3_gen_6,S3_gen_7,S3_gen_8,S3_A1_7,S3_A1_8,S3_A1_9,S3_A2_7,S3_A2_8,S3_A2_9,S3_A3_7,S3_A3_8,S3_A3_9,S3_A4_7,S3_A4_8,S3_A4_9,S3_A5_7,S3_A5_8,S3_A5_9,S4_1,S4_gen_4,S4_gen_5,S4_gen_6,S4_gen_7,S4_gen_8,S4_A1_7,S4_A1_8,S4_A1_9,S4_A2_7,S4_A2_8,S4_A2_9,S4_A3_7,S4_A3_8,S4_A3_9,S4_A4_7,S4_A4_8,S4_A4_9,S4_A5_7,S4_A5_8,S4_A5_9,S5_1,S5_gen_4,S5_gen_5,S5_gen_6,S5_gen_7,S5_gen_8,S5_A1_7,S5_A1_8,S5_A1_9,S5_A2_7,S5_A2_8,S5_A2_9,S5_A3_7,S5_A3_8,S5_A3_9,S5_A4_7,S5_A4_8,S5_A4_9,S5_A5_7,S5_A5_8,S5_A5_9,S6_1,S6_gen_4,S6_gen_5,S6_gen_6,S6_gen_7,S6_gen_8,S6_A1_7,S6_A1_8,S6_A1_9,S6_A2_7,S6_A2_8,S6_A2_9,S6_A3_7,S6_A3_8,S6_A3_9,S6_A4_7,S6_A4_8,S6_A4_9,S6_A5_7,S6_A5_8,S6_A5_9,S7_1,S7_gen_4,S7_gen_5,S7_gen_6,S7_gen_7,S7_gen_8,S7_A1_7,S7_A1_8,S7_A1_9,S7_A2_7,S7_A2_8,S7_A2_9,S7_A3_7,S7_A3_8,S7_A3_9,S7_A4_7,S7_A4_8,S7_A4_9,S7_A5_7,S7_A5_8,S7_A5_9,S8_1,S8_gen_4,S8_gen_5,S8_gen_6,S8_gen_7,S8_gen_8,S8_A1_7,S8_A1_8,S8_A1_9,S8_A2_7,S8_A2_8,S8_A2_9,S8_A3_7,S8_A3_8,S8_A3_9,S8_A4_7,S8_A4_8,S8_A4_9,S8_A5_7,S8_A5_8,S8_A5_9,S9_1,S9_gen_4,S9_gen_5,S9_gen_6,S9_gen_7,S9_gen_8,S9_A1_7,S9_A1_8,S9_A1_9,S9_A2_7,S9_A2_8,S9_A2_9,S9_A3_7,S9_A3_8,S9_A3_9,S9_A4_7,S9_A4_8,S9_A4_9,S9_A5_7,S9_A5_8,S9_A5_9,S10_1,S10_gen_4,S10_gen_5,S10_gen_6,S10_gen_7,S10_gen_8,S10_A1_7,S10_A1_8,S10_A1_9,S10_A2_7,S10_A2_8,S10_A2_9,S10_A3_7,S10_A3_8,S10_A3_9,S10_A4_7,S10_A4_8,S10_A4_9,S10_A5_7,S10_A5_8,S10_A5_9,S11_1,S11_gen_4,S11_gen_5,S11_gen_6,S11_gen_7,S11_gen_8,S11_A1_7,S11_A1_8,S11_A1_9,S11_A2_7,S11_A2_8,S11_A2_9,S11_A3_7,S11_A3_8,S11_A3_9,S11_A4_7,S11_A4_8,S11_A4_9,S11_A5_7,S11_A5_8,S11_A5_9,S12_1,S12_gen_4,S12_gen_5,S12_gen_6,S12_gen_7,S12_gen_8,S12_A1_7,S12_A1_8,S12_A1_9,S12_A2_7,S12_A2_8,S12_A2_9,S12_A3_7,S12_A3_8,S12_A3_9,S12_A4_7,S12_A4_8,S12_A4_9,S12_A5_7,S12_A5_8,S12_A5_9,S13_1,S13_gen_4,S13_gen_5,S13_gen_6,S13_gen_7,S13_gen_8,S13_A1_7,S13_A1_8,S13_A1_9,S13_A2_7,S13_A2_8,S13_A2_9,S13_A3_7,S13_A3_8,S13_A3_9,S13_A4_7,S13_A4_8,S13_A4_9,S13_A5_7,S13_A5_8,S13_A5_9,S14_1,S14_gen_4,S14_gen_5,S14_gen_6,S14_gen_7,S14_gen_8,S14_A1_7,S14_A1_8,S14_A1_9,S14_A2_7,S14_A2_8,S14_A2_9,S14_A3_7,S14_A3_8,S14_A3_9,S14_A4_7,S14_A4_8,S14_A4_9,S14_A5_7,S14_A5_8,S14_A5_9,S15_1,S15_gen_4,S15_gen_5,S15_gen_6,S15_gen_7,S15_gen_8,S15_A1_7,S15_A1_8,S15_A1_9,S15_A2_7,S15_A2_8,S15_A2_9,S15_A3_7,S15_A3_8,S15_A3_9,S15_A4_7,S15_A4_8,S15_A4_9,S15_A5_7,S15_A5_8,S15_A5_9,S16_1,S16_gen_4,S16_gen_5,S16_gen_6,S16_gen_7,S16_gen_8,S16_A1_7,S16_A1_8,S16_A1_9,S16_A2_7,S16_A2_8,S16_A2_9,S16_A3_7,S16_A3_8,S16_A3_9,S16_A4_7,S16_A4_8,S16_A4_9,S16_A5_7,S16_A5_8,S16_A5_9,S17_1,S17_gen_4,S17_gen_5,S17_gen_6,S17_gen_7,S17_gen_8,S17_A1_7,S17_A1_8,S17_A1_9,S17_A2_7,S17_A2_8,S17_A2_9,S17_A3_7,S17_A3_8,S17_A3_9,S17_A4_7,S17_A4_8,S17_A4_9,S17_A5_7,S17_A5_8,S17_A5_9,S18_1,S18_gen_4,S18_gen_5,S18_gen_6,S18_gen_7,S18_gen_8,S18_A1_7,S18_A1_8,S18_A1_9,S18_A2_7,S18_A2_8,S18_A2_9,S18_A3_7,S18_A3_8,S18_A3_9,S18_A4_7,S18_A4_8,S18_A4_9,S18_A5_7,S18_A5_8,S18_A5_9,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,1001,TRUE,13,Ask for a raise,Ask for an advance,Get a loan from family,Get a loan from friend,Get a loan from bank,100,100,100,100,100,100,100,93,98,70,83,94,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,Ask the teen if that's his belongings,Get beach security,Take a video on phone of the event,Call for help,Grab the bag away from the teen until the parents arrive,70,83,67,14,54,41,100,90,100,96,79,85,56,29,58,30,Call the police,follow the car from a distance to help police find them,Take a different route,flash headlights from a safe distance to get their attention,record the licence plate to report it,100,100,100,77,65,83,100,39,67,71,45,53,100,90,89,8,Take her to a public location in the city,Get her a bus ticket,Call social services to determine if she is a threat or a criminal,Say no,Call a cab,77,24,20,79,48,41,80,100,63,94,50,81,13,33,15,4,break the window,get the manager,call the police,call the fire department,have loud speaker announce the situation,95,100,84,96,89,89,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,try to wake the person,begin medical triage,errect a shelter to protect them all until help arrives,Flag down help with flares or radio,stay with the person and animals,100,100,100,100,100,100,95,100,93,100,100,100,100,100,100,,39,Female,White / Caucasian,,Master's Degree (MS),Rung 4,go on strike for better wages,,,,,,,wave to the parents,honk at the driver until they pull over,take her to his house but no further,slash the tires,,,,,,,steal his dogs for extra speed
100,1098,TRUE,,,,,,,,,,,,,,,,,,,,,,78,josh could hitchhike,josh could call a friend and see if they could give him a ride,josh could call an uber for a ride the rest of the way,josh could call nonemergency police line and perhaps get an officer to transport him,josh could try to fix the car ,32,50,53,69,71,74,74,79,81,10,4,4,47,86,60,,,,,,,,,,,,,,,,,,,,,,0,liz could have renewed her membership,liz could just stand her friend up and explain the situation later,liz could ask gym staff to tell her friend what happened,liz could explain the situation to the gym and ask for a one time pass,liz could use the gym phone to call her friend and explain the situation,81,86,87,82,64,78,82,83,85,83,85,88,83,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,eunice could ask the kid what is he doing,eunice could assume the kid is part of the family ,eunice could wait and report what happened to the family afterward,eunice could tell the kid to stop,eunice could alert someone else,19,65,51,61,77,79,61,72,70,28,59,61,30,50,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,carl could dispose of the knife in a trash bin,carl could give the knife to a random person,carl could give the knife th airport staff and explain the situation,carl could try to find out how to properly transport the knife by asking airport staff,carl could cancel his flight and reschedule,18,9,7,4,51,5,11,65,37,9,65,36,6,70,43,0,daniel could explain the situation to his sister,daniel could contactt he taxi company and see if it is still there and if it can be delivered,daniel could pretend he was robbed and is a victim,daniel could find something to substitute as a ring,daniel could delay the wedding,72,92,93,91,91,94,10,4,1,7,4,4,6,6,4,0,andy could try to make room in the apartment,andy could ask other family members to help,andy could talk to retirement homes and government agencies to look at affordable alternatives,andy could seek help from charitable organizations,andy could ask people for suggestions on what to do in his situation ,70,71,73,76,81,84,84,80,89,81,81,89,85,89,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,reschedule for a later flight,,crawl past the front desk,,,,ask the parents if they know him,,,,store the knife in an airport locker,run away,abandon his father,,,,
100,1290,TRUE,98,Start a GoFundMe,Sue the insurance company,Rob a bank,Sell recreational drugs to get money fast,Turn to a charity foundation for that disease,96,100,78,34,97,54,3,7,2,4,77,6,65,100,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Skip the game,Borrow a phone from a stranger,Talk to the person at the desk and explain,Participate in a different form of exercise or fun,If she has any spare cash on hand use that to renew membership,9,93,31,46,90,52,75,97,94,45,91,66,28,100,97,14,Call her mom to bring the assignment,Explain the situation to the teacher,Skip class for the day,Request an additional day to do the assignment,Claim her dog ate it,55,100,88,65,100,92,30,81,48,57,97,77,2,11,15,,,,,,,,,,,,,,,,,,,,,,1,Help her friend by buying another ticket,Give her ticket to him,Suggest they all do something else,Record the concert for him on her phone,Call the band manager and see what it would take to get backstage basses instead,93,100,73,11,100,5,14,100,15,88,93,99,3,99,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Go back and put the knife somewhere safe,Throw it in a nearby trashcan,Explain about the knife to the TSA,Hide the knife in somebody else's bag,Skip the festival and not go,85,100,95,6,96,3,1,98,5,2,1,3,5,81,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Call for help for him,Attempt to wake him,Apply first aid,Leave but do not steal anything,Make sure his dogs are okay even if he's a goner,95,100,97,99,100,99,92,99,96,8,3,6,51,36,49,,36,Male,White / Caucasian,,Some College,Rung 3,take out a loan,,,crawl past the front desk,hypnotize the teacher,,teleport into the concert,,,,,threaten security with the knife,,,,,,steal his dogs for extra speed
100,712,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Told the teacher what her mom did,Ask for a new homework sheet and explain what happened,Go back home to get the homework,Call her mom and ask for advice,Ask her friend for a copy,100,100,100,100,100,100,100,100,100,100,100,100,76,44,100,100,He could hunt for food,He could fish,He could find herbs in the woods,He could retrace his steps,He could find water in a stream or river,100,54,100,100,53,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,94,Eunice could have urged the teenager to stop,Eunice could have screamed for help,Eunice could have yelled at the teenager,Eunice could have scared the teenager away,Eunice could have ran away,100,100,100,100,100,100,100,66,100,100,92,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,90,He could have helped the lady,He could have kindly said it was too far from his destination,He could have said no,He could have asked for a monetary reward for the ride,He could have given her fair for a bus,100,100,100,100,100,100,100,59,100,100,68,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Bought a house,Bought a bigger apartment,Paid for care for his father,Stay at his apartment and check on his father frequently ,Ask for help from other family,100,100,100,100,100,100,100,100,100,100,54,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Waited for his boss,Called the courts,Rescheduled ,Called his boss again,Called another employee to watch the store,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,24,Female,White / Caucasian,,Some College,Rung 4,,,,,hypnotize the teacher,collect wood to start a fire,,wave to the parents,,yell in gibberish until she leaves,,,,move into his father’s apartment,,,lock up the store,
100,1300,TRUE,19,Apply to drug company for a discount.,Try to raise money.,Ask friends or family for money.,Take a loan from the bank.,Put the medication on his credit card.,92,99,100,41,93,82,50,93,83,30,100,61,61,95,96,,,,,,,,,,,,,,,,,,,,,,2,Discuss the matter with the manager.,Discuss with the other staff to see if they have ideas.,Pay the difference with his own funds.,Count the register again.,Quit his job.,100,100,100,82,94,94,29,81,52,99,99,99,2,2,2,61,Convince the clerk to let her in.,Decide not to go to the gym.,Ask the clerk to give a message to her friend.,Renew her membership altogether.,Never see that friend again.,30,94,94,13,62,29,41,93,79,51,96,95,2,1,5,,,,,,,,,,,,,,,,,,,,,,1,Stayed together and waited for rescuers.,Split up to look for help.,"Continue wandering, hoping to find a landmark.",Try to retrace their steps.,Try to make a pattern that would be visible to air rescue.,50,97,97,10,62,63,50,77,77,51,80,80,29,78,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Go back for help.,Seek shade and try her cell phone again.,Continue trying to work the arm out.,Pray,Wait for rescuers.,97,97,98,87,96,96,60,95,97,20,83,83,19,76,53,,,,,,,,,,,,,,,,,,,,,,24,Could have continued her journey and not mentioned it.,Could have continued her journey and told others at the end.,Could have stopped and stayed with the person.,Could have run them over.,Could have scattered their belongings in hopes of trapping other competitors.,25,2,53,75,34,71,25,97,50,1,1,1,1,1,1,,52,Female,White / Caucasian,,Some College,Rung 4,search for the medication on the black market,,overcharge the next customers,pay for a day-pass to the gym,,boost morale with a three-legged race,,,,,,,,,,saw Todd’s arm off,,carry her competitor on her sled
100,946,TRUE,100,Ask the dr. for cheaper medicine,Steal the medicine,Use someone else medicine,Give up and try something else,Steal the money.,100,100,100,0,0,0,10,50,0,60,50,70,0,0,0,,,,,,,,,,,,,,,,,,,,,,100,He could put his own money in the register,He could check 3 more times to see if the register is still short,He could sell something for $50.75 and not ring it up and just put the money in the register,He could quit his job,He could blame someone else.,0,0,0,100,100,100,0,0,10,10,0,50,10,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Call 911,Wait for a few minutes to see if someone comes,If the doors are unlocked give the dog some water,Roll the windows down if possible,Locate the owner of the car in the store.,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,Let them know he accidently brought the knife with him,Throw the knife in the garbage,Give it to someone else,Reschedule his trip,Tell the truth about what happened,100,90,80,0,50,50,0,0,0,15,50,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Make a signal for others to see,Scream until someone hears her,Leave her friend and go for help,Sit and pray for help to arrive,Walk to wear her phone will work.,100,100,100,90,100,100,40,50,70,10,100,100,90,100,100,0,Call and tell them he won't be about to be in court,Just leave and quit his job,Ask an employee to cover for him,Reschedule his court appointment,Be upset with his boss,100,100,100,0,0,0,95,100,95,100,100,100,90,70,90,,,,,,,,,,,,,,,,,,,,,,,65,Female,White / Caucasian,,High School or equivalent,Rung 3,take out a loan,,explain the situation to his boss,,,,,,,,check that the doors are locked,threaten security with the knife,,,,get her arm stuck in solidarity,stage a break-in at the store,
100,1567,TRUE,,,,,,,,,,,,,,,,,,,,,,81,Call a tow truck to tow his car home and deliver him to the airport.,Leave the car hitch a ride and deal with it when he arrived at his destination.,Reporet the car stolen and let the insurance company tow it to an impound lot.,"Call a friens to pick him up and take him to the airport, worry about the car later.","Walk to the airport, if he had time.",75,80,84,78,85,79,12,7,5,78,87,90,49,80,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,Ask to take the test again the same day,Ask her Mom to email the test to her teacher.,Take a failing grade for not doing the test.,Meet her Mom halfway to retreive the test.,Agree to bring the teacher the test that afternoon after school.,78,80,86,40,71,73,17,12,5,69,78,53,87,76,88,,,,,,,,,,,,,,,,,,,,,,1,Accompany him home and get his ticket.,Go into the concert and wait for him to get there with his ticket.,Waited outside while he went home for his ticket.,Skipped the concert all together.,Sneak him in through an unattended side door.,29,61,82,79,87,93,48,68,59,27,41,30,29,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Forfeit the knife and board the plane.,Ask for the knife to be but in his suitcase and checked in the baggage compartment,Catch another take the knife home and return for a later flight.,Get himself arrested and taken to jail for the disturbance.,Take a train/bus instead,88,92,12,87,89,39,54,80,38,88,11,8,16,78,15,,,,,,,,,,,,,,,,,,,,,,20,"Space plan man for goodness sakes, get a bunk bed & take the top bed.",Pitch Dad's tent on his back porch,Send Dad to a homeless shelter.,Let Dad sleep in his car.,Change his phone number and start a new life somewhere far away.,96,98,96,30,24,5,3,1,3,11,10,8,1,1,2,89,Ration food.,cancel 1 meal per day.,Alert the passengers to the problem.,Escape in a life boat and not worry about the ship.,Keep quiet and hope the fishing expedition works out for him.,73,84,86,83,88,57,94,89,93,19,9,8,31,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,,call a taxi,,,bring in the assignment the next day,,go without Ted,,,,,threaten security with the knife,,buy his father a tent,organize a fishing crew,,,
100,1386,TRUE,,,,,,,,,,,,,,,,,,,,,,10,He could possibly call car repair.,He could call a family member and ask for aid.,He could call a friend and ask for aid.,He could dial for Uber or taxi. ,He could call airport and explain his situation.,98,92,93,97,88,70,98,92,88,100,100,100,84,97,76,,,,,,,,,,,,,,,,,,,,,,91,Get back to the office and get her phone,Ask for gym security to call her friend,Ask for gym security to phone her friend ,Bail out of the meeting ,wait for her friend to come out,99,99,95,98,90,86,98,95,93,75,48,38,72,64,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,Call 911,Drive past the car,Drive far behind the car ,Try to signal the driver to stop ,Mind his own business,94,85,88,94,69,60,100,98,96,97,86,68,100,98,81,84,Give her fare money ,Call Uber for her ,Invite her to his house ,Offer to contact her family ,Offer to buy her coffee and talk ,100,99,98,100,93,92,41,42,15,98,94,100,92,76,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Get extra job,Call relatives,Talk to the father ,Get a new bigger place ,Talk to God,100,97,94,100,96,95,100,95,95,99,95,95,100,100,100,,,,,,,,,,,,,,,,,,,,,,26,Stay and make sure there is no immediate danger,Can light a smoke signal,Set up tent for the night ,Can try help get the stuck hand out ,Try and scream calling for help ,98,83,82,96,94,54,100,87,77,100,100,100,89,80,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,try to convince a passing driver to trade cars,,renew her membership,,,,,honk an angry message in Morse code,take her to his house but no further,,,,abandon his father,,leave Todd to save herself,,
100,758,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,explain the situation to teacher,ask for a delay in turning in assignment,skip school,fake an illness to leave,have mother bring the assignment to school,99,100,100,49,98,47,3,3,18,32,20,40,92,96,77,0,share the supplies,gather supplies from local environment,give all supplies to his friends,ration supplies with friends,take supplies and leave his friends,72,90,93,15,100,29,6,63,20,100,100,100,16,2,16,,,,,,,,,,,,,,,,,,,,,,19,Grab the teenager,Yell at the teenager,Not let the teenager escape,Ask the teenager what they are doing,Ask family nearby for help from thief.,21,64,65,74,87,87,10,54,53,67,96,82,84,94,35,,,,,,,,,,,,,,,,,,,,,,25,take her all the way to her house,not let her in the car,drop her off on freeway to hitchhike at his exit,give her money for taxi,take her to another store,40,99,52,64,43,83,22,37,29,20,95,34,14,72,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,disown his father,put his father in the streets,get a larger place of living,ask for help from community,kill his father,1,2,2,12,2,10,83,100,92,35,92,84,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Call his boss.,Call a coworker to cover.,Try to postpone the court date,Find out if he can miss his court date,Leave without locking the store.,96,100,100,83,85,86,37,96,87,42,100,98,3,3,3,,,,,,,,,,,,,,,,,,,,,,,36,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,,hypnotize the teacher,steal all of the food and water,,ask the parents if they know him,,take her to his house but no further,,,,get another job,,,lock up the store,
100,618,TRUE,57,call the insurance company ,have his dr call the insurance company for an exception,not get the medicine,go online to good rx,ask friends for the money,100,100,100,100,100,100,10,11,11,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,leave,ask the manager to look up her membership,tell her friend when she gets there she has to leave,ask her friend to pay for the pass,try to sneak in,39,28,32,100,100,100,33,30,28,36,26,17,18,5,6,100,leave,explain to the professor,try to get it done quickly,ask for an extension,cry,41,31,41,100,100,100,100,81,81,100,100,100,75,80,86,0,start trying to hike out,wait,look for food,build a shelter,give up,80,100,89,91,100,100,100,100,100,100,100,100,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,give children and elderly more food,give others less food,try to contact the coast guard,give his portion to others,fish,100,99,91,75,60,55,100,100,100,75,77,69,100,100,100,,,,,,,,,,,,,,,,,,,,,,15,keep calling his boss,call a coworker to come in and cover for him,leave and work it out with his boss later,close the store,be late,89,87,90,100,100,100,15,26,25,22,23,39,42,30,24,,,,,,,,,,,,,,,,,,,,,,,53,Female,White / Caucasian,,College Graduate (4 year),Rung 6,switch insurance plans,,,pay for a day-pass to the gym,call her mom,throw away all of the food,,,,,,,,,ration their food,,tell his lawyer that he’s sick,
100,1392,TRUE,81,take out a loan,steal the medication,ask for friends to help pay,not get the medication at all,find a substitute medication ,0,100,19,0,0,0,30,100,50,0,30,0,71,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,sneak into the gym,go back for phone,ask to be let in despite lack of pass,go home,ask to call for friend,0,0,0,50,100,10,30,100,3,0,36,0,10,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,buy another ticket,sneak into the concert,ask someone for their ticket,go home for the ticket,just not go to the concert,0,100,100,0,0,6,0,100,2,15,100,15,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,bust the windows,try to find the owner,call the police,leave the dog alone,pick the car's lock,0,0,0,40,100,5,40,100,19,0,11,75,0,0,0,0,be up front about having the knife,lie about having it,throw it away,ask someone to hold the knife for him,give the knife to security,0,100,100,30,0,0,0,100,100,50,100,10,80,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Leave and go get help,build a canopy for shade,cut off the arm,build a tool to move the rock,shoot a flare,100,100,90,6,100,69,0,0,0,30,100,50,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Male,Black / African American,,College Graduate (4 year),Rung 6,switch insurance plans,,,pay for a day-pass to the gym,,,steal someone else's ticket,,,,slash the tires,hide the knife in someone else's bag,,,,yell at Todd for getting stuck,,
100,353,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,No surgery,Another way to make money,different procedure,talk about it,wait,27,19,31,24,45,99,27,17,27,23,48,42,20,17,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,wait ,leave,give money,look around for people,think,25,51,44,20,14,39,61,33,64,36,25,26,35,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Leave,Talk Less,Be Nicer,Stay Clam,Not React,11,17,14,7,24,12,7,6,16,18,9,37,42,45,78,,,,,,,,,,,,,,,,,,,,,,43,leave,wait,think,give money, pray,6,16,12,29,23,38,22,43,41,23,16,35,42,29,43,34,give food,give money,give a hug,leave,wait to think,31,11,31,31,56,68,62,88,93,46,32,52,33,23,49,,,,,,,,,,,,,,,,,,,,,,13,not call for help,try helping on her own,lok for people around,call someone ,leave,28,15,17,31,55,42,20,12,37,23,41,40,15,42,36,,21,Male,,,,,,,sell one of his kidneys,,,,,,,turn invisible,,,blame it on the maid of honor,,sell all the food to the highest bidder,give Todd her water,,call for help
