Progress,Duration (in seconds),Finished,ResponseId,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,1944,TRUE,R_3oGvbqbeMDp6ZtR,100,0,,,,76,,0,89,0,,,35,0,86,0,74,100,,39,Female,Asian / Pacific Islander,,Master's Degree (MS),Rung 5,search for the medication on the black market,demand that the airline delays the flight,,,,collect wood to start a fire,,read his mind,honk at the driver until they pull over,turn invisible,,,tell his sister as soon as possible,get another job,organize a fishing crew,get her arm stuck in solidarity,ask a friend to take over,finish the race
100,273,TRUE,R_1E9U5OV8YUHuPhK,52,0,0,,,0,,,100,49,47,0,,0,29,50,,13,,22,Female,White / Caucasian,,Some College,Rung 6,switch insurance plans,try to convince a passing driver to trade cars,pay the money from his own wallet,,,search for a water source,,,pull over and call 911,refuse to drive her,check that the doors are locked,threaten security with the knife,,pitch his situation to a reality TV network,organize a fishing crew,give Todd her water,,call for help
100,880,TRUE,R_2sXB6fJU8oBKtfJ,,57,,,5,,,67,70,0,1,4,3,65,0,16,,6,,36,,,,,,,take a public bus,,,copy a friend's assignment,,,read his mind,pull over and call 911,steal whatever she has on her,call emergency services,take a train instead,borrow their mom’s wedding ring,check in on his father daily,sell all the food to the highest bidder,saw Todd’s arm off,,steal his dogs for extra speed
100,1663,TRUE,R_tEcCXBVZgsn9tN7,,0,,100,,100,55,38,0,18,100,,100,,,30,0,0,,41,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,,steal a passing driver's car,,renew her membership,,collect wood to start a fire,try to buy a ticket off another person,tackle him and hold him down,ram into the car,yell in gibberish until she leaves,call emergency services,,call the taxi company,,,saw Todd’s arm off,lock up the store,leave her dogs with him
100,794,TRUE,R_3p4IRz0AWzSWX3M,,100,0,0,52,0,60,40,0,,,100,50,0,0,,,,,78,Female,White / Caucasian,,Some College,Rung 5,,call a taxi,get an advance payday loan,crawl past the front desk,bring in the assignment the next day,throw away all of the food,give her ticket to Ted,ask the parents if they know him,ram into the car,,,ask to check the knife,borrow their mom’s wedding ring,abandon his father,throw disobedient passengers off the boat,,,
100,814,TRUE,R_2wsNa5RrNFDDS4M,,12,,,,2,99,74,12,100,,78,3,99,7,44,,8,,29,Female,Black / African American,,College Graduate (4 year),Rung 3,,reschedule for a later flight,,,,throw away all of the food,go without Ted,wave to the parents,tailgate the car,call her a cab,,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,check in on his father daily,serve engine fuel to the passengers,hike until she finds cell service,,steal his dogs for extra speed
100,390,TRUE,R_2dnAO8DVoYM02e1,10,,,0,10,10,50,40,,,80,80,,,85,0,85,0,,56,Male,White / Caucasian,,Master's Degree (MS),Rung 6,commit credit card fraud,,,pull the fire alarm,lie that her house burnt down,throw away all of the food,go without Ted,read his mind,,,check that the doors are locked,ask to check the knife,,,request supplies to be airdropped,get her arm stuck in solidarity,call his lawyer,carry her competitor on her sled
100,894,TRUE,R_1JIygFu8bhrNtOB,81,51,51,1,100,100,,100,,100,,,100,50,50,,1,,,45,Female,Hispanic / Latino,,College Graduate (4 year),Rung 6,take out a loan,demand that the airline delays the flight,pay the money from his own wallet,pay for a day-pass to the gym,quickly try to redo the assignment,huddle to conserve energy,,wave to the parents,,take her to his house but no further,,,tell his sister as soon as possible,move into his father’s apartment,serve engine fuel to the passengers,,leave the store unattended,
100,215,TRUE,R_2YnUEfjPw1sF2QT,,,,75,100,0,0,0,80,,,0,50,,0,100,85,75,,36,Male,White / Caucasian,,High School or equivalent,Rung 4,,,,pay for a day-pass to the gym,bring in the assignment the next day,throw away all of the food,teleport into the concert,make cat noises at him until he leaves,take a detour at the next exit,,,take a train instead,tell his sister as soon as possible,,sell all the food to the highest bidder,hike until she finds cell service,ask a friend to take over,finish the race
100,325,TRUE,R_wZCbmDLosCogx33,,85,100,,100,,0,,10,0,0,0,0,0,,,0,0,,46,Female,White / Caucasian,,Some College,Rung 6,,reschedule for a later flight,explain the situation to his boss,,quickly try to redo the assignment,,steal someone else's ticket,,honk at the driver until they pull over,yell in gibberish until she leaves,pour water on the car to cool it,pretend the knife is part of a hip replacement,blame it on the maid of honor,buy his father a tent,,,tell his lawyer that he’s sick,steal his dogs for extra speed
100,427,TRUE,R_1luTI6bnJ2rsxqI,75,57,69,38,,53,,39,48,76,,,33,25,32,44,,,,29,Female,White / Caucasian,,College Graduate (4 year),Rung 6,search for the medication on the black market,take a public bus,pay the money from his own wallet,borrow someone's phone,,steal all of the food and water,,ask the parents if they know him,honk an angry message in Morse code,steal whatever she has on her,,,call the taxi company,move into his father’s apartment,ration their food,yell at Todd for getting stuck,,
100,1751,TRUE,R_2UW1sHOrFijAs7m,,88,,83,4,39,4,32,75,1,82,90,,,86,,24,,,43,Female,White / Caucasian,,Master's Degree (MS),Rung 5,,take a public bus,,pay for a day-pass to the gym,lie that her house burnt down,steal all of the food and water,go without Ted,keep an eye on him,take a detour at the next exit,turn invisible,ask to use the mall's loudspeaker,ask to check the knife,,,organize a fishing crew,,tell his lawyer that he’s sick,
100,361,TRUE,R_1OQfGSV3gmlBVyr,0,0,100,,55,,,,0,0,0,0,,0,0,,1,0,,39,Female,White / Caucasian,,Master's Degree (MS),Rung 6,go on strike for better wages,steal a passing driver's car,explain the situation to his boss,,quickly try to redo the assignment,,,,ram into the car,turn invisible,light a fire under the car,hide the knife in someone else's bag,,buy his father a tent,throw disobedient passengers off the boat,,leave the store unattended,leave her dogs with him
100,279,TRUE,R_1N4SKq6QLtuuemr,100,98,1,,1,5,1,,1,5,100,100,,5,,,,5,,45,Female,White / Caucasian,,Master's Degree (MS),Rung 3,switch insurance plans,call a taxi,stage a robbery,,copy a friend's assignment,boost morale with a three-legged race,steal someone else's ticket,,ram into the car,refuse to drive her,call emergency services,store the knife in an airport locker,,get another job,,,,hide him in the snow
100,261,TRUE,R_bybF7Btuvf7OlXz,,0,,0,50,,50,100,,,100,0,0,50,100,0,0,,,37,Female,White / Caucasian,,Some College,Rung 7,,try to convince a passing driver to trade cars,,crawl past the front desk,call her mom,,give her ticket to Ted,keep an eye on him,,,ask to use the mall's loudspeaker,threaten security with the knife,steal someone else’s ring,abandon his father,organize a fishing crew,saw Todd’s arm off,stage a break-in at the store,
100,396,TRUE,R_339FCBuLtiyfGtr,15,0,0,0,,80,0,0,,0,0,,0,30,,25,,,,67,Male,White / Caucasian,,Some College,Rung 4,start a fundraiser,demand that the airline delays the flight,get an advance payday loan,lie that she left her card inside,,collect wood to start a fire,pretend they are conjoined twins,tackle him and hold him down,,take her to his house but no further,slash the tires,,run away,check in on his father daily,,leave Todd to save herself,,
100,194,TRUE,R_ZBJI7XHUnB6WIlb,100,0,,100,91,5,100,,,0,0,,,0,0,0,,0,,32,Male,White / Caucasian,,High School or equivalent,Rung 4,take out a loan,demand that the airline delays the flight,,renew her membership,copy a friend's assignment,boost morale with a three-legged race,try to buy a ticket off another person,,,turn invisible,slash the tires,,,pitch his situation to a reality TV network,throw disobedient passengers off the boat,yell at Todd for getting stuck,,carry her competitor on her sled
100,146,TRUE,R_1QJJFJbWb8uvKXu,,76,72,,70,,81,78,72,,83,86,81,75,,,74,50,,32,Female,Black / African American,,Master's Degree (MS),Rung 7,,call a taxi,sell one of his kidneys,,hypnotize the teacher,,steal someone else's ticket,read his mind,tailgate the car,,light a fire under the car,threaten security with the knife,steal someone else’s ring,check in on his father daily,,,leave the store unattended,call for help
100,376,TRUE,R_NWj0qU0pPbF374l,24,,27,100,,100,,67,69,51,,,100,,92,65,9,13,,39,Male,White / Caucasian,,Some College,Rung 5,commit credit card fraud,,overcharge the next customers,renew her membership,,search for a water source,,wave to the parents,pull over and call 911,call her a cab,,,tell his sister as soon as possible,,request supplies to be airdropped,give Todd her water,lock up the store,call for help
100,369,TRUE,R_3j2nMMBgUsqOVmg,20,,40,80,,0,,0,0,30,,0,100,,0,45,100,,,34,Female,Other,white/hispanic,Some College,Rung 4,go on strike for better wages,,explain the situation to his boss,lie that she left her card inside,,search for a water source,,make cat noises at him until he leaves,ram into the car,take her to his house but no further,,pretend the knife is part of a hip replacement,call the taxi company,,serve engine fuel to the passengers,give Todd her water,call his lawyer,
100,313,TRUE,R_1IMF9xlyMFNiuM5,,100,100,100,,100,100,100,97,,,93,,90,100,95,,98,,26,Female,Black / African American,,College Graduate (4 year),Rung 7,,steal a passing driver's car,get an advance payday loan,pay for a day-pass to the gym,,huddle to conserve energy,give her ticket to Ted,make cat noises at him until he leaves,pull over and call 911,,,store the knife in an airport locker,,get another job,ration their food,get her arm stuck in solidarity,,hide him in the snow
100,368,TRUE,R_Zq4Qk6TqAhC1xbr,70,100,90,0,0,,,,,30,0,81,0,,100,100,61,,,59,Female,White / Caucasian,,College Graduate (4 year),Rung 7,search for the medication on the black market,take a public bus,pay the money from his own wallet,pull the fire alarm,lie that her house burnt down,,,,,refuse to drive her,pour water on the car to cool it,ask to check the knife,blame it on the maid of honor,,request supplies to be airdropped,hike until she finds cell service,ask a friend to take over,
100,360,TRUE,R_1QbeHvXplVMwVw0,100,,,,0,30,0,1,91,0,100,,100,0,,,81,100,,71,Female,White / Caucasian,,College Graduate (4 year),Rung 5,take out a loan,,,,hypnotize the teacher,collect wood to start a fire,go without Ted,tackle him and hold him down,honk an angry message in Morse code,yell in gibberish until she leaves,ask to use the mall's loudspeaker,,borrow their mom’s wedding ring,move into his father’s apartment,,,lock up the store,finish the race
100,240,TRUE,R_25ZMfgvPy6JSTUl,65,20,,5,65,,25,,,0,88,0,0,,,81,10,0,,50,Male,White / Caucasian,,College Graduate (4 year),Rung 2,search for the medication on the black market,try to convince a passing driver to trade cars,,pay for a day-pass to the gym,quickly try to redo the assignment,,try to buy a ticket off another person,,,steal whatever she has on her,call emergency services,hide the knife in someone else's bag,steal someone else’s ring,,,give Todd her water,leave the store unattended,leave her dogs with him
100,513,TRUE,R_126bf5xrZbpvMcE,59,95,5,,,12,,95,91,,,43,96,3,97,16,15,,,38,Male,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,reschedule for a later flight,sell one of his kidneys,,,steal all of the food and water,,keep an eye on him,tailgate the car,,,take a train instead,run away,abandon his father,request supplies to be airdropped,saw Todd’s arm off,call his lawyer,
100,307,TRUE,R_12gzCY5XdAnh6PK,,,40,5,35,61,20,0,81,0,35,,,0,10,,,100,,31,Male,White / Caucasian,,High School or equivalent,Rung 1 (Bottom Rung),,,stage a robbery,renew her membership,lie that her house burnt down,steal all of the food and water,pretend they are conjoined twins,read his mind,take a detour at the next exit,yell in gibberish until she leaves,check that the doors are locked,,,abandon his father,sell all the food to the highest bidder,,,finish the race
100,301,TRUE,R_3q9iRR5HAVSP3mv,,0,,3,2,1,,6,,1,,0,1,2,,9,4,1,,74,Female,White / Caucasian,,High School or equivalent,Rung 2,,demand that the airline delays the flight,,crawl past the front desk,copy a friend's assignment,throw away all of the food,,wave to the parents,,take her to his house but no further,,threaten security with the knife,run away,buy his father a tent,,leave Todd to save herself,tell his lawyer that he’s sick,steal his dogs for extra speed
100,282,TRUE,R_2ONZJ1a1awj9KV7,72,100,0,,0,,0,71,56,4,30,,100,0,0,,,,,24,Male,White / Caucasian,,College Graduate (4 year),Rung 4,switch insurance plans,call a taxi,overcharge the next customers,,call her mom,,teleport into the concert,ask the parents if they know him,honk at the driver until they pull over,call her a cab,check that the doors are locked,,tell his sister as soon as possible,pitch his situation to a reality TV network,throw disobedient passengers off the boat,,,
100,505,TRUE,R_1FlXpz9xbYuk0cG,95,,0,80,,0,30,,60,,50,80,,,85,100,0,0,,45,Male,Other,"White, Native American",Some College,Rung 3,start a fundraiser,,sell one of his kidneys,borrow someone's phone,,throw away all of the food,go without Ted,,honk at the driver until they pull over,,pour water on the car to cool it,take a train instead,,,ration their food,hike until she finds cell service,stage a break-in at the store,hide him in the snow
100,1003,TRUE,R_1EbPBfmOvVRyyoJ,0,0,0,0,,100,0,100,,,,,,0,100,100,0,0,,40,Female,White / Caucasian,,High School or equivalent,Rung 1 (Bottom Rung),go on strike for better wages,try to convince a passing driver to trade cars,stage a robbery,pull the fire alarm,,search for a water source,pretend they are conjoined twins,ask the parents if they know him,,,,,,pitch his situation to a reality TV network,organize a fishing crew,leave Todd to save herself,stage a break-in at the store,call for help
100,422,TRUE,R_2uL2ekGkitejdVh,10,90,,,20,,80,10,0,0,40,0,0,10,,,,0,,35,Male,White / Caucasian,,College Graduate (4 year),Rung 5,commit credit card fraud,take a public bus,,,copy a friend's assignment,,give her ticket to Ted,read his mind,honk an angry message in Morse code,turn invisible,call emergency services,hide the knife in someone else's bag,blame it on the maid of honor,get another job,,,,carry her competitor on her sled
100,622,TRUE,R_3Gk6JrnKjLdxR9C,,,40,37,29,100,,,20,20,9,47,100,,29,29,33,,,52,Female,White / Caucasian,,High School or equivalent,Rung 6,,,pay the money from his own wallet,lie that she left her card inside,bring in the assignment the next day,collect wood to start a fire,,,take a detour at the next exit,call her a cab,slash the tires,store the knife in an airport locker,call the taxi company,,sell all the food to the highest bidder,yell at Todd for getting stuck,ask a friend to take over,
100,238,TRUE,R_1puGw3mr6Ygt2D8,,,0,11,1,,0,75,0,0,72,,,4,0,10,,0,,39,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,overcharge the next customers,crawl past the front desk,lie that her house burnt down,,teleport into the concert,tackle him and hold him down,ram into the car,steal whatever she has on her,ask to use the mall's loudspeaker,,,buy his father a tent,serve engine fuel to the passengers,saw Todd’s arm off,,steal his dogs for extra speed
100,230,TRUE,R_z6avusjSxIUhiDf,66,100,5,95,,0,,,0,50,0,0,71,,,,30,0,,35,,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 6,start a fundraiser,reschedule for a later flight,get an advance payday loan,borrow someone's phone,,boost morale with a three-legged race,,,tailgate the car,refuse to drive her,light a fire under the car,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,,,,tell his lawyer that he’s sick,leave her dogs with him
32,1717,FALSE,R_23ZwECHE3DW0Jse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huddle to conserve energy,,,,,,,,,,,,
59,229,FALSE,R_3s5mvoqMrlYvi43,,15,20,,,,50,50,,,,,,,,70,,0,,,,,,,,,try to convince a passing driver to trade cars,pay the money from his own wallet,,,,teleport into the concert,make cat noises at him until he leaves,,,,,,,throw disobedient passengers off the boat,give Todd her water,,call for help
2,63,FALSE,R_12xqim17p5ATwXb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,FALSE,R_2wFevjlux7pVAy5,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,pretend the knife is part of a hip replacement,run away,,,,,
36,134,FALSE,R_12mdc7Eqm2O1RhY,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,borrow someone's phone,,,pretend they are conjoined twins,,,,,,,,,,,
36,133,FALSE,R_DTCTzNCFfEdCVQB,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,lie that she left her card inside,,boost morale with a three-legged race,,,,,,,,,,,,
