Progress,Duration (in seconds),Finished,ResponseId,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_4,S1A1_5,S1A1_6,S1A2_4,S1A2_5,S1A2_6,S1A3_4,S1A3_5,S1A3_6,S1A4_4,S1A4_5,S1A4_6,S1A5_4,S1A5_5,S1A5_6,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,S7-FR_4,S7-FR_5,S7-FR_6,S7-FR_7,S7-FR_8,S7FRtime_First Click,S7FRtime_Last Click,S7FRtime_Page Submit,S7FRtime_Click Count,S7A1_7,S7A1_8,S7A1_9,S7A2_7,S7A2_8,S7A2_9,S7A3_7,S7A3_8,S7A3_9,S7A4_7,S7A4_8,S7A4_9,S7A5_7,S7A5_8,S7A5_9,S8-FR_4,S8-FR_5,S8-FR_6,S8-FR_7,S8-FR_8,S8FRtime_First Click,S8FRtime_Last Click,S8FRtime_Page Submit,S8FRtime_Click Count,S8A1_4,S8A1_5,S8A1_6,S8A2_4,S8A2_5,S8A2_6,S8A3_4,S8A3_5,S8A3_6,S8A4_4,S8A4_5,S8A4_6,S8A5_4,S8A5_5,S8A5_6,S9-FR_4,S9-FR_5,S9-FR_6,S9-FR_7,S9-FR_8,S9FRtime_First Click,S9FRtime_Last Click,S9FRtime_Page Submit,S9FRtime_Click Count,S9A1_4,S9A1_5,S9A1_6,S9A2_4,S9A2_5,S9A2_6,S9A3_4,S9A3_5,S9A3_6,S9A4_4,S9A4_5,S9A4_6,S9A5_4,S9A5_5,S9A5_6,S10-FR_4,S10-FR_5,S10-FR_6,S10-FR_7,S10-FR_8,S10FRtime_First Click,S10FRtime_Last Click,S10FRtime_Page Submit,S10FRtime_Click Count,S10A1_4,S10A1_5,S10A1_6,S10A2_4,S10A2_5,S10A2_6,S10A3_4,S10A3_5,S10A3_6,S10A4_4,S10A4_5,S10A4_6,S10A5_4,S10A5_5,S10A5_6,S11-FR_4,S11-FR_5,S11-FR_6,S11-FR_7,S11-FR_8,S11FRtime_First Click,S11FRtime_Last Click,S11FRtime_Page Submit,S11FRtime_Click Count,S11A1_4,S11A1_5,S11A1_6,S11A2_4,S11A2_5,S11A2_6,S11A3_4,S11A3_5,S11A3_6,S11A4_4,S11A4_5,S11A4_6,S11A5_4,S11A5_5,S11A5_6,S12-FR_4,S12-FR_5,S12-FR_6,S12-FR_7,S12-FR_8,S12FRtime_First Click,S12FRtime_Last Click,S12FRtime_Page Submit,S12FRtime_Click Count,S12A1_4,S12A1_5,S12A1_6,S12A2_4,S12A2_5,S12A2_6,S12A3_4,S12A3_5,S12A3_6,S12A4_4,S12A4_5,S12A4_6,S12A5_4,S12A5_5,S12A5_6,S13-FR_4,S13-FR_5,S13-FR_6,S13-FR_7,S13-FR_8,S13FRTime_First Click,S13FRTime_Last Click,S13FRTime_Page Submit,S13FRTime_Click Count,S13A1_7,S13A1_8,S13A1_9,S13A2_7,S13A2_8,S13A2_9,S13A3_7,S13A3_8,S13A3_9,S13A4_7,S13A4_8,S13A4_9,S13A5_7,S13A5_8,S13A5_9,S14-FR_4,S14-FR_5,S14-FR_6,S14-FR_7,S14-FR_8,S14FRTime_First Click,S14FRTime_Last Click,S14FRTime_Page Submit,S14FRTime_Click Count,S14A1_4,S14A1_5,S14A1_6,S14A2_4,S14A2_5,S14A2_6,S14A3_4,S14A3_5,S14A3_6,S14A4_4,S14A4_5,S14A4_6,S14A5_4,S14A5_5,S14A5_6,S15-FR_4,S15-FR_5,S15-FR_6,S15-FR_7,S15-FR_8,S15FRTime_First Click,S15FRTime_Last Click,S15FRTime_Page Submit,S15FRTime_Click Count,S15A1_4,S15A1_5,S15A1_6,S15A2_4,S15A2_5,S15A2_6,S15A3_4,S15A3_5,S15A3_6,S15A4_4,S15A4_5,S15A4_6,S15A5_4,S15A5_5,S15A5_6,S16-FR_4,S16-FR_5,S16-FR_6,S16-FR_7,S16-FR_8,S16FRTime_First Click,S16FRTime_Last Click,S16FRTime_Page Submit,S16FRTime_Click Count,S16A1_4,S16A1_5,S16A1_6,S16A2_4,S16A2_5,S16A2_6,S16A3_4,S16A3_5,S16A3_6,S16A4_4,S16A4_5,S16A4_6,S16A5_4,S16A5_5,S16A5_6,S17-FR_4,S17-FR_5,S17-FR_6,S17-FR_7,S17-FR_8,S17FRTime_First Click,S17FRTime_Last Click,S17FRTime_Page Submit,S17FRTime_Click Count,S17A1_4,S17A1_5,S17A1_6,S17A2_4,S17A2_5,S17A2_6,S17A3_4,S17A3_5,S17A3_6,S17A4_4,S17A4_5,S17A4_6,S17A5_4,S17A5_5,S17A5_6,S18-FR_4,S18-FR_5,S18-FR_6,S18-FR_7,S18-FR_8,S18FRTime_First Click,S18FRTime_Last Click,S18FRTime_Page Submit,S18FRTime_Click Count,S18A1_4,S18A1_5,S18A1_6,S18A2_4,S18A2_5,S18A2_6,S18A3_4,S18A3_5,S18A3_6,S18A4_4,S18A4_5,S18A4_6,S18A5_4,S18A5_5,S18A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses
100,727,TRUE,R_33mcQE94N5mqYfL,Ask for help with the medication payments,Do not buy the medication,Abandon the dog,Give the dog to a shelter,Put the dog down,1.049,54.934,70.525,11,76,100,66,19,1,11,30,0,0,49,1,21,13,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tell her teacher she spilled water on it,Ask for an extension on the assignment,Ask if anyone has an extra copy of the homework,Try to dry off the assignment,Explain that she cant turn it in,1.035,1.035,106.184,1,100,100,100,86,69,99,28,17,39,9,100,70,100,86,100,Look at their map,Try and get back on the route,Leave the area as soon as possible,Conserve food and water,Notify others of their situation ,1.262,1.262,70.115,1,83,100,85,100,100,100,85,80,78,61,52,57,95,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Move his father into his apartment,Take care of his father,Hire a caretaker,Put him into a retirement home,Do nothing,0.727,40.435,52.99,4,57,100,59,34,100,22,100,100,100,100,27,51,17,0,8,,,,,,,,,,,,,,,,,,,,,,,,,Eva could drink whatever water is left,Eva could walk around to try and get service,Eva could look for others,Eva could cut his finger off,Eva could leave Todd,1.24,33.765,65.786,4,28,4,19,98,90,100,26,74,65,15,48,3,25,1,6,Call his boss and ask where he is,Notify his boss he needs to leave soon,Wait for his boss to arrive,Close the store,Do not go to court,9.244,63.412,64.79,4,78,67,32,78,77,54,92,100,100,13,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,23,Female,Hispanic / Latino,,College Graduate (4 year),Rung 3
100,783,TRUE,R_1mw9R1OX5P2PcTb,Raise money online to buy the medication,Steal the medication,Do not get the medication,Steal money to buy the medication,Ask for a loan to get the medication,7.688,50.822,53.682,2,93,95,92,13,29,19,26,16,23,10,33,15,63,94,93,,,,,,,,,,,,,,,,,,,,,,,,,Not say anything about the money,Tell his boss about the money,Try to replace the money with his own,"Lie about the missing money, say everything is fine","Tell his boss money is missing, but less than there actually is",13.626,22.255,73.497,3,10,11,28,80,100,65,4,2,0,35,15,43,6,17,6,,,,,,,,,,,,,,,,,,,,,,,,,Tell the teacher the truth,Show the teacher the wet pile that was her homework,Say she didn't do it,Lie and say she can't find it,Quickly try to do the work again,15.077,62.261,72.409,3,95,100,89,54,85,57,13,27,21,25,17,21,43,82,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay calm and tell them help is here soon,Say nothing,Tell them he is unsure what to do,Take all the rations for himself,Throw all the rations in the water,26.544,26.544,107.129,1,100,100,85,6,12,8,46,40,27,3,1,2,1,1,1,Keep trying to help her friend,Go and find someone to help,Abandon her friend and forget about it,Go find water and come back to help more,Try to find somewhere with cell service and call for help,14.836,14.836,62.273,1,60,87,70,82,95,97,3,2,2,29,61,28,93,91,94,,,,,,,,,,,,,,,,,,,,,,,,,Ask them for a cigarette and take a smoke break,Just keep racing past them,Stop and push them over,Stop and ask if they are ok,Slow down her pace to relax,27.371,27.371,103.258,1,1,51,4,91,100,100,5,1,1,33,84,30,15,76,40,,31,Female,White / Caucasian,,Some College,Rung 3
100,626,TRUE,R_1jlD9cUYOtnnGor,,,,,,,,,,,,,,,,,,,,,,,,,remain calm,turn on his hazard lights if they are still functioning,look for any surrounding homes or businesses he can walk to,remain in the car if there isn't anything nearby,"realize he will miss the flight, most likely",22.072,39,65.67,3,30,92,56,85,51,98,78,50,82,87,49,92,51,52,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ask the teen what he is doing and if that's his stuff,go and report the teen to the lifeguard,run to the family and let them know their stuff is getting thrown into the ocean,tell the teen outright to stop,ignore him,14.884,14.884,56.001,1,91,88,98,96,73,98,99,65,98,84,73,94,50,0,84,flash their lights to get the driver's attention to see if they correct their drift,speed up and try to get along side the other car,speed up and pass the other car,call 911 and report the driver for possible drunkenness,slow down and stay back,17.338,17.338,63.296,1,76,50,93,23,0,21,52,0,54,0,97,76,0,0,62,tell the friend he will drive her to the city,refuse to drive the friend,go to the city with the friend instead of going home,lie and say he is going a different way instead of flat refusing,tell the friend he will drive her is she pays for the gas,16.852,79.636,89.034,2,80,94,84,35,1,53,51,51,78,66,4,51,64,25,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remain calm,reassure the passengers ,seek input from the passengers and remain rational,ration the food and water so it is equal for everyone,ensure people are out of the sun and hydrated,15.513,65.311,73.204,3,88,69,89,95,81,99,50,81,51,91,81,91,53,53,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,call out to see if the competitor needs help,keep going and ignore the person,report the person may need help when she finishes,offer to take the person on her sled if they need help,stop and help the person,14.577,14.577,53.167,1,94,92,83,18,0,14,24,5,27,21,96,32,62,96,82,,46,Female,White / Caucasian,,College Graduate (4 year),Rung 2
100,707,TRUE,R_2Y4EdoGWAaayL0U,hock goods to buy medicine,borrow money,steal to buy it,start a go fund me,put dog to sleep,8.6,8.6,48.91,1,62,99,84,60,99,84,13,0,4,16,73,4,2,0,18,,,,,,,,,,,,,,,,,,,,,,,,,run away,blame a worker,tell manager he is sorry and will pay for,rob people on street,rob customers,13.198,13.198,73.524,1,0,0,9,10,0,20,16,37,3,1,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,call mall security,call police,break window,wait with dog and watch to make sure it is okay,page car owner on mall speakers,7.883,56.578,68.778,5,80,100,86,37,59,32,5,12,10,2,100,20,13,100,13,go back home,surrender the knife to security,hope no one notices,stab everyone,go crazy,16.363,45.745,64.328,4,83,45,99,25,62,14,6,0,71,0,0,0,0,0,0,call cab company,tell people what happened,carve a carrot for a temporary ring,make an origami ring,go run after taxi,2.092,2.092,50.113,1,100,100,100,100,100,100,5,64,7,2,78,1,4,86,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,call boss,call coworker,miss court,call court when it opens,steal everything from the register and run,2.514,10.818,59.674,2,90,100,100,81,100,100,39,12,58,66,100,49,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,58,Female,White / Caucasian,,College Graduate (4 year),Rung 4
100,716,TRUE,R_23a6FRnQlASep9P,ask other people,start go fundme,get a loan,steal the money,steal the prescription,1.257,2.195,37.105,2,67,97,74,62,96,89,61,100,97,7,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,look for the money,tell the manager,put his own money in,look at security cameras to see if anyone stole it,alter the paperwork,1.419,1.419,70.313,1,100,100,100,95,100,100,1,1,1,80,100,100,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,walk toward the town,call for help on phone,just keep walking,start yelling for help,go downhill and hope they get off the mountain,1.276,66.872,67.204,3,88,100,90,100,100,100,24,21,48,29,100,73,85,100,88,go to concert without ted,give ted her ticket,sneak ted into concert,try to find a scalper selling tickets,sell ted her ticket,1.17,1.17,87.674,1,4,29,1,75,100,78,50,12,6,93,100,97,10,50,16,ignore it,tell the authorities,ask the teenager to stop,go get the family,tell the family what happened when they come back,0.998,70.828,93.346,2,70,50,81,18,57,47,35,52,58,12,100,56,76,55,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Move his father in with him,Pay for father's care,put father in a home,pay for live in caretaker,move in with father,23.93,23.93,68.376,1,13,100,81,62,100,89,81,51,99,42,95,77,1,100,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Female,White / Caucasian,,College Graduate (4 year),Rung 2
100,685,TRUE,R_1hR1AzH5aHeoATd,Steal the prescription,Try to crowdfund money,Give the dog away,Get another job,Put the dog to sleep,1.8,42.506,48.257,6,25,45,35,51,81,67,50,31,43,55,92,74,40,5,30,,,,,,,,,,,,,,,,,,,,,,,,,Wait and tell the manager,Supplement the register with his own money,Lie and say it's there,Fake an illness or injury,Leave before the manager shows up,1.449,65.934,66.81,7,75,100,85,35,70,50,36,20,53,42,19,39,51,50,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Give her the ride,Ask her to pay for gas,Tell her to ask someone else,Call her a taxi,Leave her at the gas station,1.501,30.546,36.869,6,93,93,90,69,71,81,52,40,50,39,51,35,20,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have his father move in with him,Leave his father to fend for himself,Find a live-in nurse for his father,Put his father in a retirement home,Kill his father,1.734,74.725,82.943,8,65,95,75,30,12,25,75,95,71,51,75,75,10,0,10,Let someone else take charge,Hoard the supplies for himself,Jump off the ship,Try to ration the food,Ask other crewmembers for advice,1.403,54.503,89.842,7,45,90,50,31,6,13,7,9,6,79,89,79,70,93,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ask if she can have a cigarette,Encourage him to get back into the race,Speed past without saying anything,Steal the cigarette,Allow him onto her sled,1.44,68.823,69.166,8,18,43,44,52,87,62,90,71,91,15,11,17,11,78,52,,24,Female,Native American / American Indian,,College Graduate (4 year),Rung 4
100,645,TRUE,R_2zManWjg5YGb8RJ,get Care credit,start a GoFundMe,ask friends for money,ask the vet for a deferred payment plan ,use holistic remedies,4.589,51.576,60.776,5,100,100,100,100,100,100,100,100,100,100,100,100,91,100,89,,,,,,,,,,,,,,,,,,,,,,,,,run away,try to reconcile the discrepancy ,add his own money to balance the register,quit his job,blame it on someone else,1.56,66.247,74.972,5,16,1,1,82,100,91,46,81,17,1,1,1,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agree,disagree,pretend he didn't hear the request,ignore the request,negotiate the request,1.428,38.119,47.169,6,100,100,100,50,51,51,30,1,1,19,1,1,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,call the taxi,apologize,offer his own ring for the ceremony,run away,ask for another ring,1.554,28.139,55.097,7,94,97,96,97,97,98,70,100,57,1,1,1,50,96,67,,,,,,,,,,,,,,,,,,,,,,,,,ration the supplies,encourage fasting,lock the supplies,resort to cannabalism,jump ship,1.753,53.343,69.242,5,100,100,100,90,100,79,73,85,85,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,not worry since his boss usually arrives at 7,ask another co worker to cover,reschedule the appointment,leave the store unattended,miss the appointment,3.227,66.758,72.449,5,100,100,100,81,100,98,50,100,100,11,11,12,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,50,Female,,,Some College,Rung 6
100,776,TRUE,R_vq1bLWO4buJa3gl,,,,,,,,,,,,,,,,,,,,,,,,,start walking,flag down anyone who may come by,find water,try and keep cool,take anything useful from the car,14.997,55.484,81.767,5,90,100,90,100,100,100,100,100,100,100,100,100,59,100,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buy from a scalper,give ted her ticket,try and sneek ted in,go get teds ticket from his house,take ted to do something else,15.241,61.913,75.222,5,25,81,29,49,100,51,9,14,13,54,100,49,58,100,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drive them where they need to go,say no,ask for gas money for the extra distance,find some one else that could drive them,drive them to your house then let them firgue out the rest of the way,9.627,50.323,75.535,3,82,100,87,29,100,32,32,81,33,13,100,16,40,81,42,ignore it ,check the dog for signs of distress,try to find the owner,tell some one ,wave to the dog,10.543,64.481,75.205,4,100,100,100,7,100,12,9,49,7,10,70,10,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,apologise,call the taxi company,try and find a replacement,announce your mistake,get out of there,1.983,47.817,48.216,8,95,100,100,100,100,100,50,100,53,89,100,100,51,30,54,,,,,,,,,,,,,,,,,,,,,,,,,keep every one calm ,tell them rescue is coming soon,ask if anyone needs any special treatment (insulin etc),"provide some kind of entertainment (movie, music etc)",ration out the food,15.714,116.934,125.398,6,92,100,90,100,100,100,55,100,80,76,100,80,51,100,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,Male,White / Caucasian,,College Graduate (4 year),Rung 5
100,521,TRUE,R_r0VSeAvuhaWEvDP,let her die,borrow money for meds,steal the meds,create the meds,beg for funds online for meds,7.1,31.024,52.281,4,0,0,6,62,100,100,31,49,29,0,100,8,42,96,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do the homework again,ask for an extension,ask to be excluded,copy homework from others,bribe the teacher,4.006,4.006,46.978,1,50,100,100,51,85,69,30,34,29,20,30,64,3,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speed past the driver,honk the horn,use morse code on flashlights,call his friend,crash into the driver,5.5,14.549,40.885,2,38,18,29,73,100,100,14,77,30,41,100,100,4,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toss some people overboard to preserve food,ration food out so they can wait longer,cry into his handkerchief about his situation,give someone else leadership,try looking for land,11.801,11.801,56.122,1,2,0,0,49,88,82,17,51,23,36,50,50,3,57,56,cut his finger off,call for 911 again,erect a shelter,wait for help,leave him there to die,9.741,9.741,32.1,1,5,49,18,83,100,100,5,100,51,73,100,100,11,22,58,,,,,,,,,,,,,,,,,,,,,,,,,admonish him for smoking,keep on racing,ask for a smoke too,hang out with the smoker,stick the middle finger to the vile smoker,10.641,10.641,40.65,1,17,91,14,88,100,100,19,29,29,4,49,22,0,0,0,,26,Male,Asian / Pacific Islander,,High School or equivalent,Rung 4
100,810,TRUE,R_3nNQaUJTTJTVaNn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tell the manager the truth,quit,"tell the manager the truth and say he needs to go over the books again, even if it means staying late","take a quick look and see if everything is in the right spot in the till, cash could have gone underneath or misplaced",close the store and leave early without saying anything,4.444,117.326,134.435,9,39,100,100,23,45,65,71,100,100,92,100,100,11,5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,she could go ask the teenager what's going on,she could tell the family (go up to them),she could yell in general like hey what are you doing,she could call the cops,she could go stop the teenager from throwing things,5.89,41.104,51.605,5,46,100,100,69,100,100,25,72,86,18,100,70,17,39,49,honk,roll his window down and yell,flash his lights,"flash his lights, and honk","flash his lights, honk and yell",5,35.643,36.111,6,100,100,100,48,100,100,100,100,100,94,100,82,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tell the truth,pretend he dropped it and go look for it,pretend someone stole it,apologize to the sister and then say what happened,pretend to faint,1.741,101.54,105.625,6,93,100,100,63,71,68,15,3,3,67,100,100,19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yell for help,tell Todd to hang on and climb up the mountain and try to get reception,"cut Todd's finger off (I know, eek)",talk to Todd to calm down and see if he could wiggle it loose,"maybe they brought vaseline or something (mountain climbers after all should have things for circumstances like this), or something like it, put that on and see if he can't slip the finger loose",2.236,70.976,103.59,8,100,100,100,93,78,89,38,27,20,82,100,100,62,100,100,,,,,,,,,,,,,,,,,,,,,,,,,stop and ask if something is wrong,keep going,yell are you ok and she goes zooming by,say hello and keep going,stop and take a break too,6.102,81.467,91.915,9,8,100,100,100,100,100,20,35,100,100,100,100,12,100,100,,50,Female,White / Caucasian,,College Graduate (4 year),Rung 3
100,929,TRUE,R_yJf3Z5FEFGBSQkV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rush out of work saying he has an emergency,Claim he got robbed,Admit to his mistake,Withdraw money from his bank to cover it,Ask for forgiveness,3.932,30.178,88.5,4,20,0,0,0,0,0,100,100,100,85,100,0,100,100,100,Wait for her friend outside to inform her,Ask if she can use the phone,Leave and let her friend find out later,Text her friend when she gets home,Leave a note for her friend at the gym,4.369,84.371,99.192,4,100,100,100,100,100,100,40,31,11,70,70,25,51,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inform the family of what the teenager is doing,Confront the teenager about what she is doing,Rescue their belongings,Ignore the situation,Ask the family if that's their teenager,4.16,92.262,95.305,5,100,100,100,70,100,60,70,100,50,75,70,70,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Return to the mall and speak to management,Call the police ,Break the window,Inform others in the parking lot of the situation,Ignore the dog,2.398,34.289,65.914,6,100,100,100,90,100,100,21,100,0,100,100,100,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Confess to his mistake,Call the taxi company to see if they have the ring,Make up an excuse,Play sick and rush out of the wedding,Wander around pretending to look for it,1.861,5.019,86.94,3,100,100,100,100,100,100,30,0,5,0,0,0,10,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Try to find an area with signal,Yell for help,Build  fire to make a smoke signal,Use sticks to create a large SOS for planes to see,Try to free Todd's finger despite the risks,3.237,30.855,107.037,3,100,100,100,100,100,100,100,100,100,80,100,100,75,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Male,White / Caucasian,,College Graduate (4 year),Rung 3
